item_id,has_clip_embedding,has_face_embedding,clip_embedding_path,face_embedding_path
ekiafoto_twitter_1e9f8267,False,False,,
eladbs_twitter_c25597cb,False,False,,
elbisnet_twitter_0ddd1727,False,False,,
elchaninovstar_twitter_65d649b4,False,False,,
elenakalis_twitter_2b609fb2,False,False,,
elenamanzini_twitter_0e10cd47,False,False,,
elenaperez_twitter_8babbb0b,False,False,,
elenavelez_twitter_67cd0a55,False,False,,
elerick_twitter_ff138f25,False,False,,
elfolen_twitter_4781ed1e,False,False,,
elianaca_twitter_65ffe607,False,False,,
eliazu_twitter_d4a4006b,False,False,,
eliezerdiaz_twitter_dfee71a0,False,False,,
elisapicchiotti_twitter_9381e60a,False,False,,
eliut_twitter_7bac7c25,False,False,,
elki_twitter_62538ef3,False,False,,
ellaclawley_twitter_429a8e4e,False,False,,
elleiconlee_twitter_652343f4,False,False,,
elleneinkauf_twitter_01a81fcd,False,False,,
elliepotts_twitter_be65f5ba,False,False,,
elmo_twitter_1eb34faf,False,False,,
elreptar_twitter_32877a18,False,False,,
elsander_twitter_cab25f9f,False,False,,
eltounsi54_twitter_4af903d0,False,False,,
emanuelepapi_twitter_60a25b6d,False,False,,
emiarai_twitter_cb588b6f,False,False,,
emiliofolgar_twitter_8edc8e4e,False,False,,
emiloberg_twitter_992fa3db,False,False,,
emilymulle_twitter_868c94b0,False,False,,
emimatsushita_twitter_f5f1cd7b,False,False,,
emmaruthbeer_twitter_376b09f0,False,False,,
emredjan_twitter_9d19ee46,False,False,,
enricodemitri_twitter_a75b39d8,False,False,,
enricorossomando_twitter_a860ca72,False,False,,
enricvega_twitter_57fe68e7,False,False,,
enzomartinez_twitter_6199899f,False,False,,
eole_twitter_390fd9f1,False,False,,
eonsmiami_twitter_9e7024a6,False,False,,
epuertas_twitter_3417f0b6,False,False,,
erdelcroix_twitter_85f7e392,False,False,,
erdemtuzen_twitter_51c05135,False,False,,
erdisi_twitter_40c83189,False,False,,
erdo_twitter_28274a51,False,False,,
ericalynnyoung_twitter_d1ada060,False,False,,
ericastella_twitter_65e57743,False,False,,
ericavirtue_twitter_35629972,False,False,,
ericbreece_twitter_f88de7f8,False,False,,
ericepetersen_twitter_3c09a486,False,False,,
ericlaurie_twitter_dfa7170f,False,False,,
ericnojimd_twitter_cdd4246f,False,False,,
erikaperugachi_twitter_6467d161,False,False,,
erikdehkhoda_twitter_8e296b66,False,False,,
erikmacpherson_twitter_c75dc507,False,False,,
erikpt_twitter_a14c13bd,False,False,,
erinlambert_twitter_13697f3c,False,False,,
erinslick_twitter_455becfe,False,False,,
erwinhuang_twitter_6251b934,False,False,,
eryk_twitter_cfd060f6,False,False,,
esmeraldabeautylounge_twitter_41e8c875,False,False,,
estibalizcamara_twitter_5af63bde,False,False,,
etthompson_twitter_644d7896,False,False,,
eugenemartinez_twitter_929ca641,False,False,,
eurekatek_twitter_d9cfdf02,False,False,,
evandroarruda_twitter_67971377,False,False,,
evandrooliveira_twitter_215a503f,False,False,,
evandrosudre_twitter_b0259bf4,False,False,,
evanschikarakara_twitter_c43af1c0,False,False,,
fabianoalmeida_twitter_abca7bca,False,False,,
fabienadouani_twitter_4d7cb7ac,False,False,,
fabioj_twitter_10af93ff,False,False,,
fabiolottino_twitter_695eef72,False,False,,
fabrymondino_twitter_cb82274d,False,False,,
fahads_twitter_157899b9,False,False,,
faisalkhatib_twitter_eff04a89,False,False,,
falana_twitter_76e40761,False,False,,
fardeen_twitter_8a844baf,False,False,,
fayeoakey_twitter_64978196,False,False,,
fdavid_twitter_ab98504e,False,False,,
fedsimonetti_twitter_64ff91b6,False,False,,
feixiao_twitter_171b62c2,False,False,,
felicelam_twitter_bd034eeb,False,False,,
ferminpeluqueros_twitter_b4e93176,False,False,,
fernandabh_twitter_8313d345,False,False,,
fernandezdjr_twitter_1ea2a3da,False,False,,
fernandoamezrafael_twitter_4e10115a,False,False,,
fernandoescudero_twitter_88e3a7f9,False,False,,
fernandogallardo_twitter_5e6cc5af,False,False,,
ferrodino_twitter_aff22ad0,False,False,,
fethiyegolgesiz_twitter_a51d650d,False,False,,
fig_twitter_39b9bfbe,False,False,,
finchfm_twitter_df282868,False,False,,
fionagraham_twitter_9efc63ec,False,False,,
firasbenhamida_twitter_09440163,False,False,,
fireos_twitter_d68e6c7f,False,False,,
firnas_twitter_51146571,False,False,,
fitbodylife_twitter_a3483d3c,False,False,,
fixelzero_twitter_22edb68c,False,False,,
fjd_twitter_a9f8971d,False,False,,
fleurmcgerr_twitter_eb0d7e0f,False,False,,
flickeringember_twitter_de4aac5d,False,False,,
flxbarth_twitter_e65d57e6,False,False,,
flyzipper_twitter_32fd069a,False,False,,
fmmor_twitter_e7b9519a,False,False,,
fmrcastro_twitter_48a4960d,False,False,,
followsound_twitter_c0aa49aa,False,False,,
forevaimagescom_twitter_bcc3df80,False,False,,
fotokiosk_twitter_d3f56001,False,False,,
fotolory_twitter_ac569fbf,False,False,,
fozterz_twitter_44160537,False,False,,
fposati_twitter_98ee18b5,False,False,,
fraidy_twitter_741bfa1a,False,False,,
francescacampigli_twitter_5a5f0e56,False,False,,
francescoalbano_twitter_1bb78100,False,False,,
francescodendi_twitter_5edced70,False,False,,
francescodilillo_twitter_7ce9ceb9,False,False,,
francescomeani_twitter_be402cc1,False,False,,
frankcarter_twitter_40f4e7d8,False,False,,
frankneulichedl_twitter_ee6c564c,False,False,,
franko_twitter_a1d5dda8,False,False,,
frankpeter_twitter_fe0028b8,False,False,,
frankrodriguez_twitter_d178fc5f,False,False,,
franktraylor_twitter_e0f399de,False,False,,
frankt_twitter_2a3e20c4,False,False,,
frankyhp_twitter_f8304b94,False,False,,
fransiskusariesa_twitter_b7534b52,False,False,,
franziskakaterbaum_twitter_082881fb,False,False,,
frayser_twitter_a6b4d55d,False,False,,
frederickpolk_twitter_431fd50c,False,False,,
fredriclandqvist_twitter_934a7749,False,False,,
frijal_twitter_9899d705,False,False,,
frogdiva_twitter_2c9b201c,False,False,,
frosch03_twitter_d50400f7,False,False,,
fsy_twitter_b350e7bd,False,False,,
ftrujillo_twitter_12ec65ef,False,False,,
fullo_twitter_a1093260,False,False,,
fulltime_twitter_2333e77c,False,False,,
funkycoda_twitter_01c5ba04,False,False,,
fuzzy_twitter_b150a76a,False,False,,
gabi_twitter_6c0c5fae,False,False,,
gailgabrielle_twitter_0c4d4656,False,False,,
gailobannon_twitter_0f2b7f25,False,False,,
galobaro_twitter_13feb392,False,False,,
galobart_twitter_ca32a55a,False,False,,
ganant_twitter_1ae9c07d,False,False,,
garthsmitman_twitter_311d8bd8,False,False,,
garwinlu_twitter_d8d69dd9,False,False,,
garyacers_twitter_386bbb86,False,False,,
garyreed_twitter_3e88da9b,False,False,,
gastonsz_twitter_3d1cb75b,False,False,,
gavsouthern_twitter_6195cc35,False,False,,
gcardona_twitter_0d5787da,False,False,,
gege2ge_twitter_4611871a,False,False,,
gemmaphelan_twitter_9ab09ba7,False,False,,
gemsmaquillage_twitter_b1324236,False,False,,
genosbil_twitter_d821c790,False,False,,
gentra_twitter_e21a095f,False,False,,
georgedearing_twitter_f3f64de2,False,False,,
georgeferris_twitter_fb2b16a0,False,False,,
georginalester_twitter_00258c5c,False,False,,
gerhardheinrich_twitter_ec49bb26,False,False,,
germanogurgel_twitter_9d49436a,False,False,,
germer_twitter_4f47b309,False,False,,
gerty_twitter_2fc132b6,False,False,,
ghholtphotography_twitter_91143b56,False,False,,
giacomoardesi_twitter_d0be852a,False,False,,
giamarcs_twitter_60d36895,False,False,,
giants5go5go5_twitter_3f5f6f89,False,False,,
gilbertmc_twitter_a8082f45,False,False,,
ginsonspeich_twitter_52190e4e,False,False,,
giorgiopapallo_twitter_33278151,False,False,,
giovaniricciardi_twitter_377c37a0,False,False,,
giovinator_twitter_f8dc7b50,False,False,,
giraudkd_twitter_9f9de9fe,False,False,,
gisanders_twitter_e229cd56,False,False,,
giselabeer_twitter_d2e3c760,False,False,,
giulianoabate_twitter_1b4a323f,False,False,,
giuseppeazzaro_twitter_ca961781,False,False,,
gladtrejo_twitter_16871844,False,False,,
gleamland_twitter_4031e865,False,False,,
glemak_twitter_9e2b3b26,False,False,,
glennthorpe_twitter_d64e04f0,False,False,,
glfreelancegraphic_twitter_4d9e0da8,False,False,,
globalpatriot_twitter_58c079b1,False,False,,
globomarketing_twitter_d3f6645a,False,False,,
gmlumpy_twitter_558eadb3,False,False,,
gmpentaxfan_twitter_c5c5362e,False,False,,
goace_twitter_81a47054,False,False,,
godivaartstudio_twitter_564d55a6,False,False,,
gomayara_twitter_080f01cf,False,False,,
gonzalodroguett_twitter_d445103d,False,False,,
gonzalofera_twitter_5149854d,False,False,,
goodboyroy_twitter_1e280bef,False,False,,
gordsellar_twitter_ddf0c13c,False,False,,
gorguito_twitter_8b1f8e67,False,False,,
gosiabem_twitter_31daa85b,False,False,,
gotnur_twitter_a141058d,False,False,,
gozdebalkan_twitter_e302cab2,False,False,,
gracemassalanglois_twitter_5e2c0bcd,False,False,,
greengeedivan_twitter_8ab2557c,False,False,,
gregcarley_twitter_2ba8b01e,False,False,,
greghyer_twitter_22ec54ac,False,False,,
gregmcbride_twitter_7ec23311,False,False,,
gregthurtle_twitter_3c3740d4,False,False,,
grisoni77_twitter_097377ed,False,False,,
gson_twitter_a966d1bc,False,False,,
gtbundy_twitter_460e51a0,False,False,,
guardic_twitter_c14078da,False,False,,
guedadojacopomele_twitter_54ffce95,False,False,,
guidocataldi_twitter_54832c22,False,False,,
guillermoruiz24_twitter_0160f3be,False,False,,
gurumef_twitter_61ef9610,False,False,,
gusei_twitter_2087b8f3,False,False,,
gustavoarias_twitter_54c0cdd5,False,False,,
guycocker_twitter_b330a1df,False,False,,
guysonecstasy_twitter_b846c333,False,False,,
gvirtucio_twitter_0e90f22a,False,False,,
gwalter_twitter_0c6dd10d,False,False,,
gwynf_twitter_3d5c2458,False,False,,
gwynnekostin_twitter_c623b300,False,False,,
habuw_twitter_4a555da8,False,False,,
hacen_twitter_0bed7b72,False,False,,
hairboutiquecom_twitter_c5bf09b2,False,False,,
haivo_twitter_bdd72100,False,False,,
hakandahlstrom_twitter_9773d942,False,False,,
halgarob_twitter_67d039d4,False,False,,
halilkupeli_twitter_acae7c70,False,False,,
hallyboost_twitter_6e6d3adb,False,False,,
handmadejewelry_twitter_108df45b,False,False,,
hanma_twitter_857c9d61,False,False,,
hannoliiva_twitter_2eb1f948,False,False,,
hansvaneijsden_twitter_ab317d1b,False,False,,
harishsharma_twitter_cca3ead0,False,False,,
harisrahman_twitter_1f7c8d1b,False,False,,
harshit_twitter_cc982ff0,False,False,,
harvest316_twitter_2e57cdc0,False,False,,
hasanalikhattak_twitter_1b8c3961,False,False,,
hayleyvu_twitter_5771cfe5,False,False,,
hbeme_twitter_d4642ec2,False,False,,
heartrepreneur_twitter_4c084163,False,False,,
heartstrung_twitter_d96ea892,False,False,,
heatherho_twitter_134146a4,False,False,,
heathertorres_twitter_68535343,False,False,,
hectorigual_twitter_5422ab63,False,False,,
heilweil_twitter_a9fa6e13,False,False,,
helka_twitter_d6b8047d,False,False,,
henrikfohns_twitter_1cebd35f,False,False,,
henspie_twitter_17aa669f,False,False,,
hepekiz_twitter_702d2303,False,False,,
hernancortes_twitter_844f2a68,False,False,,
hflpjtrade_twitter_ec4057b9,False,False,,
hillmiester_twitter_d1a14f7f,False,False,,
hiredmyway_twitter_ae311bde,False,False,,
hisforhome_twitter_b2a8cc12,False,False,,
hishizaki_twitter_2fddf773,False,False,,
hlh_twitter_7accfa24,False,False,,
hogeslag_twitter_5e738c6b,False,False,,
holleyjacobs_twitter_871a8a44,False,False,,
hollyccarter_twitter_6e578e3f,False,False,,
hollywoodpunk_twitter_26829078,False,False,,
homesacrosstheworldcom_twitter_dc31cc66,False,False,,
hookedonwax_twitter_b55ebb54,False,False,,
hoosierteacher_twitter_d9ebc414,False,False,,
hortovanyi_twitter_973c33d0,False,False,,
hostels247_twitter_139daa85,False,False,,
hotelcostanarejos_twitter_c1c0110c,False,False,,
howielevy_twitter_0585d474,False,False,,
hthaiwon_twitter_e0e5da0c,False,False,,
huko_twitter_c299cad2,False,False,,
humanlie_twitter_cd6c7d6a,False,False,,
huzaifasial_twitter_60c82a39,False,False,,
hyperbreed_twitter_a25e4ca0,False,False,,
iabdulghani_twitter_7fa1eb79,False,False,,
iamangelique_twitter_a92c5588,False,False,,
iamlfb_twitter_4fb7edfc,False,False,,
iamryno_twitter_1b4da683,False,False,,
iancorless_twitter_17c5fdca,False,False,,
ianedgar_twitter_85a15d06,False,False,,
ianjamesdavies_twitter_f57dcb86,False,False,,
iankath_twitter_953fc7cb,False,False,,
ibulat_twitter_9fabb951,False,False,,
idaperri_twitter_c09e48a1,False,False,,
idaveml_twitter_28dd4888,False,False,,
ideas4ios_twitter_c082de65,False,False,,
idrialis_twitter_f1818d78,False,False,,
idvaad_twitter_bcf2f056,False,False,,
iesposito_twitter_47f18673,False,False,,
ifabio_twitter_40e0cd7d,False,False,,
ifeelitall_twitter_f25f9d35,False,False,,
igorbotelho_twitter_5ab5d7a8,False,False,,
igormitrovic_twitter_7fbdae41,False,False,,
igoryok_twitter_1baf2792,False,False,,
ihakkim_twitter_0c7ce0a3,False,False,,
ihanna_twitter_c51554ab,False,False,,
ilariadefilippo_twitter_ba5def50,False,False,,
ilariapic_twitter_2cedd304,False,False,,
ilario_twitter_68607ef1,False,False,,
ileshshah_twitter_61110826,False,False,,
ilkkakukkonen_twitter_ac550d7e,False,False,,
illtrax_twitter_1a1d5e70,False,False,,
ilpagliarino_twitter_8c55b8b8,False,False,,
indietunes_twitter_e83631c5,False,False,,
indumental_twitter_db63d9ae,False,False,,
inesandres_twitter_e93a4891,False,False,,
inigoparalle_twitter_b15aa013,False,False,,
injction_twitter_c5f2fc9d,False,False,,
intanrizky_twitter_235881d9,False,False,,
intelligenius_twitter_54dcd23e,False,False,,
intercer_twitter_48e5af44,False,False,,
ipranab_twitter_00f852cc,False,False,,
irecevic_twitter_c097f388,False,False,,
irenegarmu_twitter_e484b227,False,False,,
irenekimmel_twitter_ac98d11a,False,False,,
irf_twitter_7f923eec,False,False,,
irinaradchenko_twitter_30999e7b,False,False,,
irinasouiki_twitter_4382bfa6,False,False,,
irmazimmermann_twitter_8ec0bae6,False,False,,
isaacadams_twitter_85f8654b,False,False,,
isaacbf_twitter_1fce440a,False,False,,
isaacsmith_twitter_5cc7dfdb,False,False,,
isuruyapa_twitter_e0a9fd3c,False,False,,
itsvitorgomes_twitter_58be4379,False,False,,
iucnwani_twitter_ad8bb904,False,False,,
ivanataylor_twitter_adc1ab37,False,False,,
ivanhernandez_twitter_0b47da79,False,False,,
ivanilic_twitter_3b3d3667,False,False,,
ivankovacevic_twitter_090f678f,False,False,,
ivanlajara_twitter_47424b61,False,False,,
ivanmola_twitter_e0045627,False,False,,
ivanvega_twitter_9a12a4d8,False,False,,
ivarsmas_twitter_7e1851e6,False,False,,
ivosilvestro_twitter_70789f9d,False,False,,
iwatatakuma_twitter_63c209af,False,False,,
iwichita_twitter_9aefd46e,False,False,,
izackruiz_twitter_c3c62de9,False,False,,
izazael_twitter_6d55c349,False,False,,
j0hnsy_twitter_ae331e5c,False,False,,
j4nu5_twitter_b635fcfa,False,False,,
jackprindle_twitter_9755afbd,False,False,,
jacquesshu_twitter_3b14181c,False,False,,
jacquibrown_twitter_14a34343,False,False,,
jadenwalker_twitter_ff88f3be,False,False,,
jaelrincon_twitter_47a49f56,False,False,,
jagudeye_twitter_4038cc9f,False,False,,
jaimerojasandaur_twitter_da11d9b8,False,False,,
jainashish_twitter_0016dd8b,False,False,,
jajodiasaket_twitter_7fe3a46b,False,False,,
jakedubss_twitter_c03b0dc2,False,False,,
jamesbellamy3_twitter_2b6126e8,False,False,,
jamescrawford_twitter_208ab316,False,False,,
jamesgoodnow_twitter_adc9a524,False,False,,
jamesjohnston_twitter_d4f80aad,False,False,,
jameson079_twitter_8e1fa9a3,False,False,,
jamessacci_twitter_109a3d36,False,False,,
jameswatsoninternet_twitter_c9d12070,False,False,,
jamiegilpin_twitter_8094a687,False,False,,
jamiehinks_twitter_60200ba6,False,False,,
jamieleeong_twitter_7ff1aa7e,False,False,,
janbush_twitter_e3420437,False,False,,
janehamill_twitter_352ee4cd,False,False,,
janelbrennan_twitter_72b9f16b,False,False,,
janellewilson_twitter_313a6c63,False,False,,
janifer_twitter_f4d7e4a1,False,False,,
janiv_twitter_6c328abe,False,False,,
japros_twitter_11c126e3,False,False,,
jaredholmquist_twitter_fa4b7178,False,False,,
jaredmagouirk_twitter_afbcdaa3,False,False,,
jaryves_twitter_d83d06fe,False,False,,
jasminrovira_twitter_905df1d1,False,False,,
jasonbergin_twitter_557321ca,False,False,,
jasonchan_twitter_f947b6c6,False,False,,
jasondupuis_twitter_604a4ea8,False,False,,
jasonemiller_twitter_84b4f048,False,False,,
jasongraciano_twitter_5a1ec285,False,False,,
jasongraham99_twitter_66c29f64,False,False,,
jasonlloyd_twitter_458c19c8,False,False,,
jasonloehr_twitter_fa1e5a2f,False,False,,
jasonmarineau_twitter_633eb7c9,False,False,,
jasonmartorana_twitter_1c170ec5,False,False,,
jasonohaire_twitter_1f34c7b8,False,False,,
jasson_twitter_efc7b09a,False,False,,
javicebrian_twitter_049aaaed,False,False,,
javierandreu_twitter_bad60328,False,False,,
javierbrisa_twitter_7cbb97f9,False,False,,
javiersanchez_twitter_a42a8588,False,False,,
javikarni_twitter_638b5b61,False,False,,
jayboucher_twitter_1796f13f,False,False,,
jaycorcoran_twitter_b6cbb10c,False,False,,
jaynev_twitter_5dc978f4,False,False,,
jaypsyd_twitter_bd24af2b,False,False,,
jazael_twitter_e08b22e1,False,False,,
jazrt_twitter_eed13493,False,False,,
jazza_twitter_94858f81,False,False,,
jberndes_twitter_424b06a9,False,False,,
jcov90_twitter_805884a4,False,False,,
jcriqqelme_twitter_c52b8be8,False,False,,
jdperkins1369_twitter_b93ad2f3,False,False,,
jeacosta_twitter_8799a0b7,False,False,,
jeanfrancoislabelle_twitter_06143101,False,False,,
jeansanchez_twitter_da39065b,False,False,,
jects_twitter_be19fbc2,False,False,,
jeepgeek_twitter_75cc76d2,False,False,,
jeffarazzi_twitter_7f4b0bb2,False,False,,
jeffbone_twitter_33a810ac,False,False,,
jeffipad_twitter_14c87aec,False,False,,
jefflarkin_twitter_e0ef7813,False,False,,
jeffmclean_twitter_1f69b096,False,False,,
jeffmwebster_twitter_fdeaebf9,False,False,,
jeffreyamcguire_twitter_ac97c567,False,False,,
jeffreydodge_twitter_65b44add,False,False,,
jehf_twitter_f9349936,False,False,,
jeicker_twitter_455c1f4b,False,False,,
jellederoeck_twitter_376d4469,False,False,,
jelleoostrom_twitter_56216f16,False,False,,
jenbalisi_twitter_ec3798a8,False,False,,
jenevison_twitter_8acf9fc2,False,False,,
jenleheny_twitter_17111b55,False,False,,
jenmathews_twitter_6cefe4ab,False,False,,
jenner_twitter_cd086305,False,False,,
jenniferhill_twitter_9c8e2b8a,False,False,,
jenniferrosenblatt_twitter_93ba7407,False,False,,
jenniferwong_twitter_baa6ff82,False,False,,
jennturner_twitter_08a54c1b,False,False,,
jenovaproject_twitter_5584fe01,False,False,,
jereclancy_twitter_15037bd5,False,False,,
jeremycwilson_twitter_1b2d29ba,False,False,,
jeremyfranklin_twitter_19dd28ce,False,False,,
jeremymd_twitter_855bd9cc,False,False,,
jeroenmiedema_twitter_e4099201,False,False,,
jeromeshaw_twitter_a2507e7e,False,False,,
jerometurner_twitter_f015652f,False,False,,
jeromevadon_twitter_7bbe40b2,False,False,,
jeromiewilliams_twitter_5b4a8dcd,False,False,,
jerrybarnwell_twitter_cbd7b683,False,False,,
jessecorinella_twitter_c432ea70,False,False,,
jessereilly_twitter_af4029a7,False,False,,
jessetrelstad_twitter_385144a0,False,False,,
jessevalley_twitter_8602d0ee,False,False,,
jessewright_twitter_5ef6975d,False,False,,
jessicafajans_twitter_bd679c07,False,False,,
jessienuz_twitter_b93a3e54,False,False,,
jesusivo_twitter_7663cfc3,False,False,,
jesuslugo_twitter_16e56c7f,False,False,,
jesusmier_twitter_8d74e587,False,False,,
jetvhs_twitter_74117c75,False,False,,
jevtovic_twitter_f88cb5fb,False,False,,
jfbautista_twitter_f37b46f4,False,False,,
jgoff_twitter_83adead5,False,False,,
jgorehampenney_twitter_40206fbf,False,False,,
jhonjairo_twitter_9f16e7cd,False,False,,
jillian_twitter_f36fff3b,False,False,,
jimbgreen_twitter_e1f8798a,False,False,,
jimbobmarley_twitter_bece6fee,False,False,,
jimhicks_twitter_eb164c2b,False,False,,
jimlarrison_twitter_dee5dabb,False,False,,
jimmetzger_twitter_faa222f7,False,False,,
jimmurdoch_twitter_e2e0c232,False,False,,
jinaljmehta_twitter_10a128fd,False,False,,
jinuem_twitter_ca112bf6,False,False,,
jiriruzek_twitter_e248e9f9,False,False,,
jiteshpanchal_twitter_662a611f,False,False,,
jithinjb_twitter_3ad744df,False,False,,
jjamor_twitter_352474b3,False,False,,
jjmlloret_twitter_22f84a80,False,False,,
jkdesignarts_twitter_c7e411c0,False,False,,
jking1627_twitter_31386cf4,False,False,,
jklfacom_twitter_ca241816,False,False,,
jkshim_twitter_d5fdd5eb,False,False,,
jlat85_twitter_a9200085,False,False,,
jletti_twitter_b9a98ba2,False,False,,
jmac303_twitter_68403514,False,False,,
jmerkoski_twitter_3dd3063f,False,False,,
jmgiron_twitter_4d143529,False,False,,
jmnish_twitter_04dd4d8a,False,False,,
jmzubi_twitter_4f8f4b47,False,False,,
jnfotos_twitter_2030beb6,False,False,,
joannaleelin_twitter_025e0c9d,False,False,,
joannalinden_twitter_d58db6b4,False,False,,
joannegreco_twitter_a8685d60,False,False,,
joannwoolley_twitter_b7284b7b,False,False,,
joaorio_twitter_c4b1106d,False,False,,
joaoterrivel_twitter_5339abb7,False,False,,
joaquingatica_twitter_0a6b8089,False,False,,
joebuglione_twitter_aa7611bd,False,False,,
joecayetano_twitter_ac0182ad,False,False,,
joelsteinmann_twitter_9a4b22c1,False,False,,
joelynndesign_twitter_22ff8ee5,False,False,,
joem_twitter_c3a32b4a,False,False,,
joerobb_twitter_db58d2ad,False,False,,
joeteh_twitter_782d1b92,False,False,,
joeybryant_twitter_807d699d,False,False,,
joeyfeith_twitter_1c642e25,False,False,,
joeymakalintal_twitter_1dafa4da,False,False,,
jogarrett_twitter_01c5eaf1,False,False,,
johnayers_twitter_3cebfaa5,False,False,,
johnbyerrum_twitter_1ebcc911,False,False,,
johncast78_twitter_a9f36fb6,False,False,,
johndeguzman_twitter_ca6b74d9,False,False,,
johnearickson_twitter_78563dba,False,False,,
johnjdillon_twitter_7b2b3d39,False,False,,
johnkaminski_twitter_27ab222b,False,False,,
johnmadden_twitter_71161496,False,False,,
johnmischief_twitter_a702acab,False,False,,
johnperez_twitter_332745af,False,False,,
johnporcaro_twitter_39f80842,False,False,,
johnson2772_twitter_020fea73,False,False,,
johnvicory_twitter_7c1b0543,False,False,,
jokingonzalez_twitter_328718a3,False,False,,
jolafeltra_twitter_9e1a8441,False,False,,
jolenejang_twitter_eb986f1d,False,False,,
jonahguo_twitter_c2833174,False,False,,
jonartlucas_twitter_47d878d0,False,False,,
jonashalmstad_twitter_5f657ab1,False,False,,
jonathandenby_twitter_a3026d8a,False,False,,
jonathanfleming_twitter_2c14fa71,False,False,,
jonathanlopez_twitter_eac5191e,False,False,,
jonathanromero_twitter_fdd8e7ac,False,False,,
jonathanvu_twitter_3c598bc7,False,False,,
jondifro_twitter_06afc1d2,False,False,,
jonhowson_twitter_ab1ee1b7,False,False,,
jonjohns_twitter_68d2d3ba,False,False,,
jonmaceda_twitter_33a734bb,False,False,,
jonthedvl_twitter_a25b4ad2,False,False,,
joolsstone_twitter_94226464,False,False,,
joonshin_twitter_893afb8b,False,False,,
jordanhaines_twitter_c97e8de9,False,False,,
jorgecisneros_twitter_5bb853c7,False,False,,
jorgeglez_twitter_c91c1fdc,False,False,,
jorgeramossantos_twitter_b2136afe,False,False,,
jorgeteixeira_twitter_4d746f0e,False,False,,
joselopezarcos_twitter_5e0983ca,False,False,,
josemanuelzardainbbr_twitter_b6ec7a83,False,False,,
josephsocorro_twitter_230f513b,False,False,,
josepmanchado_twitter_8257a550,False,False,,
joshaidan_twitter_995e085d,False,False,,
joshdirks_twitter_584561bd,False,False,,
joshgibson_twitter_74baec17,False,False,,
joshgriffin_twitter_5f030a62,False,False,,
joshjeppson_twitter_21b548ea,False,False,,
joshpeak_twitter_e94e5ac8,False,False,,
joshpeardon_twitter_f54c4bf0,False,False,,
joshuagalloway_twitter_54717c29,False,False,,
joshuahor_twitter_fbd8d6bd,False,False,,
joshuaparker_twitter_b5836ffc,False,False,,
josiaanep_twitter_99718dc1,False,False,,
joyceanndavis_twitter_b7d9cdf4,False,False,,
joypoulsen_twitter_f198e9d7,False,False,,
joysgupta_twitter_d96c2466,False,False,,
joyvalencia_twitter_07552557,False,False,,
jparker1978_twitter_0b80d325,False,False,,
jphilpin_twitter_1ba075a7,False,False,,
jpieters_twitter_2748a6d1,False,False,,
jralexander_twitter_bfd49754,False,False,,
jralfonso_twitter_405fbc30,False,False,,
jrodrigo_twitter_5a145d3a,False,False,,
jrufer_twitter_65870c11,False,False,,
jseguir_twitter_906ceab3,False,False,,
jsesh_twitter_8cd521a7,False,False,,
jtotheizzoe_twitter_eb27f0a4,False,False,,
juanantoniojarasoria_twitter_351a1538,False,False,,
juangarcias_twitter_8c6f2a23,False,False,,
juangomis_twitter_23de1f7b,False,False,,
juanramar_twitter_378feb12,False,False,,
judicaellevalin_twitter_67de983e,False,False,,
juil_twitter_46563adc,False,False,,
juliahull_twitter_cd60ea4c,False,False,,
juliaiglesias_twitter_c44946e4,False,False,,
julianasakae_twitter_ec465663,False,False,,
juliaprior_twitter_aeaf85d6,False,False,,
juliaspencer_twitter_d782ebf0,False,False,,
juliemaure_twitter_677071c6,False,False,,
julieraesandifer_twitter_ca54e5a4,False,False,,
julionoel_twitter_4b04accc,False,False,,
juliusjulius_twitter_2018d069,False,False,,
jumpstartbikes_twitter_b71c9705,False,False,,
juninbsk_twitter_3cf26ec9,False,False,,
juniortv_twitter_616d8fe4,False,False,,
justindoub_twitter_2736315c,False,False,,
justinhammack_twitter_45144f9b,False,False,,
justinphillips_twitter_e1f86596,False,False,,
justkate_twitter_fd9aeea3,False,False,,
jvnchan_twitter_6ac82d8d,False,False,,
jwike_twitter_65be2fd8,False,False,,
jwsteiert_twitter_0b5360b7,False,False,,
kaanakin_twitter_595cd2bc,False,False,,
kadirates_twitter_1e3d444b,False,False,,
kamalbadawy_twitter_39801931,False,False,,
kamikura_twitter_c147ac87,False,False,,
kampeerboerin_twitter_10929a8a,False,False,,
kanochiemi_twitter_da78abed,False,False,,
kantares_twitter_3dab538d,False,False,,
kantiki_twitter_b3eb4cca,False,False,,
kanyoncoyotewoman_twitter_51eeff45,False,False,,
karabee_twitter_2890a953,False,False,,
karascharwath_twitter_74c05ff9,False,False,,
karenharding_twitter_350a2db5,False,False,,
karenlieberman_twitter_1936d515,False,False,,
karenlmessick_twitter_46859344,False,False,,
karenpham_twitter_c8488e1d,False,False,,
kariemitchell_twitter_ca46b5ad,False,False,,
karllindsay_twitter_ca657f06,False,False,,
karlotorres_twitter_5e81d907,False,False,,
karma_twitter_4ea7de0f,False,False,,
kartika9_twitter_aed617e0,False,False,,
karvax_twitter_47c0addd,False,False,,
karynlwiseman_twitter_c0268b7d,False,False,,
karypastor_twitter_d4351e0d,False,False,,
kasihelialg_twitter_ee3ce00a,False,False,,
kasraeian_twitter_259aaee2,False,False,,
katalnikov_twitter_43f81c35,False,False,,
katesalyers_twitter_9fa1b0ec,False,False,,
