item_id,image_path,profile_id,platform,width,height,aspect_ratio,file_size_kb,blur_score,is_blurry,phash,duplicate_group_id,is_duplicate,num_faces,face_confidence,face_area_ratio,face_cluster_id,top_label,top_label_score,label_scores,has_clip_embedding,has_face_embedding,caption_en,status,created_at
cintiamcr_twitter_05632c7c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cintiamcr_twitter_05632c7c.jpg,cintiamcr,twitter,400,400,1.0,21.03,1039.58,False,fad0addcad729082,388,False,1,0.0,0.995,-1,,0,{},False,False,there is a blue and white sign that says free to be me,done,2026-01-12T01:16:38.418335
cjeam_twitter_4fcdd4ff,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cjeam_twitter_4fcdd4ff.jpg,cjeam,twitter,400,400,1.0,25.01,287.87,False,93d9c66cc4e9cca4,389,False,1,0.93,0.077,-1,,0,{},False,False,there is a young man sitting on the ground with a backpack,done,2026-01-12T01:16:38.452351
ckassociati_twitter_cfea6260,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\ckassociati_twitter_cfea6260.jpg,ckassociati,twitter,400,400,1.0,17.24,3824.14,False,b7f2c80c8df23307,390,False,1,0.0,0.995,-1,,0,{},False,False,profile picture for ok associa,done,2026-01-12T01:16:38.485582
claireisabel_twitter_00ed0ba9,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\claireisabel_twitter_00ed0ba9.jpg,claireisabel,twitter,400,400,1.0,34.92,1354.38,False,f9da21272fd8a107,391,False,1,1.0,0.08,-1,,0,{},False,False,there are two pictures of a woman with long hair and a red shirt,done,2026-01-12T01:16:38.524637
clairewickenden_twitter_de78478c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\clairewickenden_twitter_de78478c.jpg,clairewickenden,twitter,400,400,1.0,40.34,1250.16,False,e6cc60b35de019e9,392,False,1,0.98,0.053,-1,,0,{},False,False,smiling blonde woman sitting on a rock in front of a bridge,done,2026-01-12T01:16:38.563601
claudiogiulio_twitter_81f48d78,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\claudiogiulio_twitter_81f48d78.jpg,claudiogiulio,twitter,400,400,1.0,19.88,67.58,True,8db1528c13d739d6,393,False,1,0.93,0.589,-1,,0,{},False,False,there is a man that is looking up at something in the sky,done,2026-01-12T01:16:38.602482
claudiogonzalo_twitter_f3fc1513,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\claudiogonzalo_twitter_f3fc1513.jpg,claudiogonzalo,twitter,400,400,1.0,17.4,101.25,False,8a695ce413b354e7,394,False,1,0.0,0.995,-1,,0,{},False,False,there is a painting of a polar bear holding a knife and fork,done,2026-01-12T01:16:38.633407
clayton21_twitter_19bfbdc8,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\clayton21_twitter_19bfbdc8.jpg,clayton21,twitter,400,400,1.0,19.84,205.31,False,afc4aabb7b119288,395,False,1,0.0,0.995,-1,,0,{},False,False,there is a man in a white tank top posing for a picture,done,2026-01-12T01:16:38.660988
clintmccollum_twitter_ea226b12,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\clintmccollum_twitter_ea226b12.jpg,clintmccollum,twitter,400,400,1.0,25.78,892.53,False,aec0e58b851d9b78,396,False,1,0.0,0.995,-1,,0,{},False,False,an orange television with the word tv on it and a blue background,done,2026-01-12T01:16:38.691106
cnicely_twitter_d947add4,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cnicely_twitter_d947add4.jpg,cnicely,twitter,400,400,1.0,26.22,665.12,False,f154866bc9cc9b91,397,False,1,0.0,0.995,-1,,0,{},False,False,there is a black and white photo of a woman ' s eye with a heart on it,done,2026-01-12T01:16:38.720739
coachnicole_twitter_45569184,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\coachnicole_twitter_45569184.jpg,coachnicole,twitter,400,400,1.0,16.19,17.27,True,e0009ff407cffb22,398,False,1,0.0,0.995,-1,,0,{},False,False,blonde haired woman writing in a book with a pencil and paper,done,2026-01-12T01:16:38.751912
coastermedia_twitter_fc01adea,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\coastermedia_twitter_fc01adea.jpg,coastermedia,twitter,400,400,1.0,29.22,1728.06,False,a1057e4e5b761c39,399,False,1,0.96,0.319,-1,,0,{},False,False,black and white photo of a man in a car with a tie,done,2026-01-12T01:16:38.795476
codyo_twitter_af540ffe,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\codyo_twitter_af540ffe.jpg,codyo,twitter,400,400,1.0,41.36,1407.97,False,e9a6dcd5b0484739,400,False,1,0.92,0.086,-1,,0,{},False,False,there is a man and a woman taking a selfie with a child,done,2026-01-12T01:16:38.834115
colinmaddox_twitter_bac44134,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\colinmaddox_twitter_bac44134.jpg,colinmaddox,twitter,400,400,1.0,20.84,386.79,False,9773684ced1884f3,401,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is looking at something in the dark,done,2026-01-12T01:16:38.864626
colinmilligan_twitter_98b5da65,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\colinmilligan_twitter_98b5da65.jpg,colinmilligan,twitter,254,254,1.0,18.59,2427.06,False,efc49a1b654e11e4,402,False,1,0.0,0.992,-1,,0,{},False,False,the logo of a small elephant with a long tusk,done,2026-01-12T01:16:38.886005
colinolford_twitter_dbc11135,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\colinolford_twitter_dbc11135.jpg,colinolford,twitter,300,300,1.0,24.61,1903.67,False,b065bc068fd721b5,403,False,1,0.93,0.24,-1,,0,{},False,False,there is a man wearing sunglasses and a white shirt standing in a parking lot,done,2026-01-12T01:16:38.917751
colleenburns_twitter_64c360cc,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\colleenburns_twitter_64c360cc.jpg,colleenburns,twitter,400,400,1.0,21.37,435.72,False,cfa16ca7665238c9,404,False,1,0.94,0.336,-1,,0,{},False,False,there is a woman that is taking a selfie with her cell phone,done,2026-01-12T01:16:38.954688
condottasuite_twitter_20305e8c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\condottasuite_twitter_20305e8c.jpg,condottasuite,twitter,400,400,1.0,35.95,3115.45,False,9c22e30cfca84bf5,405,False,1,0.0,0.995,-1,,0,{},False,False,there is a large building with a clock tower in the middle of it,done,2026-01-12T01:16:38.992926
conorgilmer_twitter_a284faa0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\conorgilmer_twitter_a284faa0.jpg,conorgilmer,twitter,400,400,1.0,18.55,122.4,False,aaf415f016e983b9,406,False,1,0.9,0.432,-1,,0,{},False,False,there is a bald man in a suit smiling for the camera,done,2026-01-12T01:16:39.039091
conradomacalossi_twitter_3f8d1cb0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\conradomacalossi_twitter_3f8d1cb0.jpg,conradomacalossi,twitter,375,375,1.0,22.56,523.14,False,f1f5c0476e2ada21,407,False,1,0.97,0.086,-1,,0,{},False,False,there is a man sitting on the floor with a cell phone in his hand,done,2026-01-12T01:16:39.071357
constanceruppender_twitter_a330ea1b,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\constanceruppender_twitter_a330ea1b.jpg,constanceruppender,twitter,400,400,1.0,21.81,581.97,False,d419a58639efb40b,408,False,1,0.0,0.995,-1,,0,{},False,False,there is a cardboard robot on the hood of a car,done,2026-01-12T01:16:39.099819
consuelogandia_twitter_e80fad7f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\consuelogandia_twitter_e80fad7f.jpg,consuelogandia,twitter,400,400,1.0,13.5,574.64,False,c83893d7be6c3449,409,False,1,0.0,0.995,-1,,0,{},False,False,a close up of a red stop sign on a white background,done,2026-01-12T01:16:39.127428
coreyjo_twitter_15edcb16,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\coreyjo_twitter_15edcb16.jpg,coreyjo,twitter,400,400,1.0,10.76,491.82,False,8f2f25f47c3c3181,410,False,1,0.0,0.995,-1,,0,{},False,False,an image of a pixel man with glasses on his face,done,2026-01-12T01:16:39.153054
corgimas_twitter_dc6ee838,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\corgimas_twitter_dc6ee838.jpg,corgimas,twitter,400,400,1.0,33.83,526.87,False,cc5313f5bc8e0783,411,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing in the grass with a kite,done,2026-01-12T01:16:39.186125
corporatephotographer_twitter_e1f7bcef,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\corporatephotographer_twitter_e1f7bcef.jpg,corporatephotographer,twitter,400,400,1.0,28.22,1256.61,False,fbf24f94c60c9892,412,False,1,0.93,0.25,-1,,0,{},False,False,black and white photo of a man sitting in front of a window,done,2026-01-12T01:16:39.224018
countup_twitter_061dff35,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\countup_twitter_061dff35.jpg,countup,twitter,400,400,1.0,15.06,47.38,True,edad35584a2ae515,413,False,1,0.0,0.995,-1,,0,{},False,False,there is a black and white photo of a man with a tie,done,2026-01-12T01:16:39.254138
cousindirk_twitter_f854ebf0,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cousindirk_twitter_f854ebf0.jpg,cousindirk,twitter,400,400,1.0,13.47,93.47,True,924d6d939a64c7c9,414,False,1,0.0,0.995,-1,,0,{},False,False,there is a man looking at his cell phone in the dark,done,2026-01-12T01:16:39.281047
craigansell_twitter_80828ec5,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\craigansell_twitter_80828ec5.jpg,craigansell,twitter,400,400,1.0,32.31,818.69,False,bed84491fcfe4061,415,False,1,0.97,0.23,-1,,0,{},False,False,there is a man that is taking a selfie on the beach,done,2026-01-12T01:16:39.321233
craigdeakin_twitter_a9f984ec,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\craigdeakin_twitter_a9f984ec.jpg,craigdeakin,twitter,400,400,1.0,22.64,900.54,False,ea8739a1466ce16b,416,False,1,0.87,0.526,-1,,0,{},False,False,vector illustration of a man in a blue hoodie with a brown hair,done,2026-01-12T01:16:39.370983
cranesitearo_twitter_5e50cfd4,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cranesitearo_twitter_5e50cfd4.jpg,cranesitearo,twitter,400,400,1.0,23.59,498.51,False,955c0e393a9469d7,417,False,1,0.0,0.995,-1,,0,{},False,False,an image of a cartoon character with glasses and a blue hat,done,2026-01-12T01:16:39.402593
cris33_twitter_a30384ae,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cris33_twitter_a30384ae.jpg,cris33,twitter,400,400,1.0,24.44,212.36,False,e79d6ad51b483548,418,False,1,0.0,0.995,-1,,0,{},False,False,there is a black and white photo of a woman wearing glasses,done,2026-01-12T01:16:39.429534
cristianmarimon_twitter_16bf4380,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cristianmarimon_twitter_16bf4380.jpg,cristianmarimon,twitter,400,400,1.0,22.0,230.17,False,d2642f9f8eb07838,419,False,1,0.0,0.995,-1,,0,{},False,False,there is a close up picture of a light shining on a table,done,2026-01-12T01:16:39.454023
cristianovalim_twitter_26819ccb,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cristianovalim_twitter_26819ccb.jpg,cristianovalim,twitter,400,400,1.0,37.19,1179.72,False,f1c786db8819c89d,420,False,2,0.95,0.191,-1,,0,{},False,False,there is a man wearing glasses and a plaid shirt smiling,done,2026-01-12T01:16:39.496824
cristinac_twitter_1d2519b8,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cristinac_twitter_1d2519b8.jpg,cristinac,twitter,400,400,1.0,17.59,284.75,False,fd6d1de034703474,421,False,1,0.9,0.422,-1,,0,{},False,False,blond woman with blue eyes smiling at the camera with a necklace on,done,2026-01-12T01:16:39.541319
cristinadirnea_twitter_ab35335a,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cristinadirnea_twitter_ab35335a.jpg,cristinadirnea,twitter,400,400,1.0,34.97,1108.49,False,e9e5266687929696,422,False,1,0.92,0.172,-1,,0,{},False,False,an image of a woman with long black hair posing for a picture,done,2026-01-12T01:16:39.581621
croome_twitter_08dfdb29,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\croome_twitter_08dfdb29.jpg,croome,twitter,400,400,1.0,25.96,494.58,False,99a64d73849bca9c,423,False,1,0.94,0.181,-1,,0,{},False,False,there is a man in a black jacket and white shirt posing for a picture,done,2026-01-12T01:16:39.614714
crossleykim_twitter_bb6d297f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\crossleykim_twitter_bb6d297f.jpg,crossleykim,twitter,400,400,1.0,31.84,893.26,False,f006edd0c99bc4cd,424,False,1,0.0,0.995,-1,,0,{},False,False,there is a woman that is taking a selfie in the mirror,done,2026-01-12T01:16:39.648376
crowdini_twitter_285c305f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\crowdini_twitter_285c305f.jpg,crowdini,twitter,400,400,1.0,24.61,2474.2,False,b3ce86311bc6e899,425,False,1,0.0,0.995,-1,,0,{},False,False,a blue and white logo with a group of people in a diamond,done,2026-01-12T01:16:39.678636
cskonsol_twitter_cc840591,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cskonsol_twitter_cc840591.jpg,cskonsol,twitter,400,400,1.0,32.32,1933.09,False,839c3063b66e78ec,426,False,1,0.0,0.995,-1,,0,{},False,False,there is a picture of a man with a straw hat on,done,2026-01-12T01:16:39.708514
csrollyson_twitter_12c8b63d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\csrollyson_twitter_12c8b63d.jpg,csrollyson,twitter,400,400,1.0,21.63,127.45,False,eb0f25b53225346d,427,False,1,0.9,0.574,-1,,0,{},False,False,michael mc in a suit and tie posing for a picture,done,2026-01-12T01:16:39.760348
currobarrena_twitter_5b486596,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\currobarrena_twitter_5b486596.jpg,currobarrena,twitter,400,400,1.0,40.3,994.04,False,857da03cf213d3c3,428,False,1,0.92,0.302,-1,,0,{},False,False,black and white photo of a man in a plaid shirt smiling,done,2026-01-12T01:16:39.803227
curtiscavanaugh_twitter_16042cb7,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\curtiscavanaugh_twitter_16042cb7.jpg,curtiscavanaugh,twitter,400,400,1.0,38.93,1844.63,False,f48de05e2f1a192b,429,False,2,0.91,0.065,-1,,0,{},False,False,there is a man and a woman holding a baby in front of a cake,done,2026-01-12T01:16:39.843239
curtisguise_twitter_bcc48f02,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\curtisguise_twitter_bcc48f02.jpg,curtisguise,twitter,400,400,1.0,22.1,69.4,True,91f1f20d6ebc1472,430,False,1,0.0,0.995,-1,,0,{},False,False,this is an image of a monster truck in the desert,done,2026-01-12T01:16:39.875359
customfitonline_twitter_1717b755,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\customfitonline_twitter_1717b755.jpg,customfitonline,twitter,400,400,1.0,53.38,2577.77,False,eedb4dcc662c1c24,431,False,1,0.94,0.397,-1,,0,{},False,False,there is a man that is taking a selfie with his cell phone,done,2026-01-12T01:16:39.926105
cyclofiend_twitter_cc720166,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cyclofiend_twitter_cc720166.jpg,cyclofiend,twitter,400,400,1.0,32.19,678.0,False,b26814e349916bbf,432,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is riding a bike down the street,done,2026-01-12T01:16:39.962025
cyko_twitter_d5f5c749,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cyko_twitter_d5f5c749.jpg,cyko,twitter,225,225,1.0,7.78,47.15,True,ff7881663a383263,433,False,1,0.0,0.991,-1,,0,{},False,False,there is a group of people that are posing for a picture,done,2026-01-12T01:16:39.977740
cynthiakseymour_twitter_a5bef8d5,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\cynthiakseymour_twitter_a5bef8d5.jpg,cynthiakseymour,twitter,400,400,1.0,20.74,60.53,True,fca021e747e68a9c,434,False,1,0.93,0.286,-1,,0,{},False,False,smiling woman with long brown hair wearing a black jacket and gold necklace,done,2026-01-12T01:16:40.029701
daeglo_twitter_21cd683f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daeglo_twitter_21cd683f.jpg,daeglo,twitter,400,400,1.0,13.75,538.73,False,e3c4943adac33935,435,False,1,0.0,0.995,-1,,0,{},False,False,cartoon cat dj playing music on a turntable with headphones,done,2026-01-12T01:16:40.054694
daeshinkim_twitter_05a93018,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daeshinkim_twitter_05a93018.jpg,daeshinkim,twitter,400,400,1.0,22.29,137.49,False,b59a4ec29b998a3c,436,False,2,0.975,0.87,-1,,0,{},False,False,there is a man that is sitting at a table with a plate of food,done,2026-01-12T01:16:40.101737
daimanuel_twitter_d369544c,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daimanuel_twitter_d369544c.jpg,daimanuel,twitter,400,400,1.0,20.5,417.82,False,cea6341b924e6e36,437,False,1,0.89,0.048,-1,,0,{},False,False,smiling man in white shirt holding a tennis racquet in his hands,done,2026-01-12T01:16:40.135092
dalereynolds_twitter_583a22fc,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dalereynolds_twitter_583a22fc.jpg,dalereynolds,twitter,400,400,1.0,30.58,4519.65,False,ee859552e21a9f19,438,False,1,0.91,0.038,-1,,0,{},False,False,there is a black and white photo of a man with a quote on it,done,2026-01-12T01:16:40.180379
dallasfoodie_twitter_6cd58621,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dallasfoodie_twitter_6cd58621.jpg,dallasfoodie,twitter,315,315,1.0,18.81,338.01,False,955221cb7efd800f,439,False,1,0.92,0.242,-1,,0,{},False,False,there is a woman sitting at a table with a plate of food,done,2026-01-12T01:16:40.219775
damianopovoleri_twitter_63ed9f56,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\damianopovoleri_twitter_63ed9f56.jpg,damianopovoleri,twitter,400,400,1.0,34.2,757.48,False,d87861af044f32e7,440,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is sitting down with a map,done,2026-01-12T01:16:40.257646
danacosta_twitter_c80f1786,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danacosta_twitter_c80f1786.jpg,danacosta,twitter,400,400,1.0,27.06,707.56,False,d861348376de68b5,441,False,1,0.0,0.995,-1,,0,{},False,False,they are posing for a picture in front of the eiffel tower,done,2026-01-12T01:16:40.288770
danajones_twitter_c8e78cf5,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danajones_twitter_c8e78cf5.jpg,danajones,twitter,400,400,1.0,24.09,422.78,False,bca043a7d69b91b2,442,False,1,0.91,0.119,-1,,0,{},False,False,smiling woman in blue dress posing for a picture with a laptop,done,2026-01-12T01:16:40.323404
danbeazley_twitter_8bd3cb42,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danbeazley_twitter_8bd3cb42.jpg,danbeazley,twitter,258,258,1.0,14.85,581.2,False,cd810f30761f3376,443,False,1,0.97,0.202,-1,,0,{},False,False,there is a man with a beard and glasses holding a drink,done,2026-01-12T01:16:40.349786
danbrown_twitter_5e560c3d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danbrown_twitter_5e560c3d.jpg,danbrown,twitter,400,400,1.0,27.26,1068.51,False,a19fbe38f2307027,444,False,1,0.94,0.446,-1,,0,{},False,False,black and white photograph of a man with a beard and a tie,done,2026-01-12T01:16:40.397362
dancondon_twitter_3fb350f7,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dancondon_twitter_3fb350f7.jpg,dancondon,twitter,400,400,1.0,27.54,459.36,False,a4d6c2efd89b0839,445,False,1,0.93,0.061,-1,,0,{},False,False,there is a man standing on a boat holding a bottle of water,done,2026-01-12T01:16:40.433938
dandydanno_twitter_ef12be32,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dandydanno_twitter_ef12be32.jpg,dandydanno,twitter,400,400,1.0,43.01,3572.22,False,dcfe24c329c007d7,446,False,1,0.92,0.106,-1,,0,{},False,False,there is a man with a fake mustache sitting in front of sunflowers,done,2026-01-12T01:16:40.474386
danehartwell_twitter_55c96988,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danehartwell_twitter_55c96988.jpg,danehartwell,twitter,400,400,1.0,50.36,4150.47,False,a3a387e8789c2fc1,447,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is riding on a horse in the woods,done,2026-01-12T01:16:40.519182
danielabutcu_twitter_7d4b625d,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielabutcu_twitter_7d4b625d.jpg,danielabutcu,twitter,400,400,1.0,47.66,3115.56,False,e7dabf6882849649,448,False,1,0.95,0.032,-1,,0,{},False,False,there is a circular picture of a woman with many pictures in it,done,2026-01-12T01:16:40.562072
danielcaceres_twitter_9af3b8da,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielcaceres_twitter_9af3b8da.jpg,danielcaceres,twitter,400,400,1.0,24.09,569.13,False,f3b30f4ca48651b9,449,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is sitting in a boat with a camera,done,2026-01-12T01:16:40.596085
danielebazzano_twitter_19b02179,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielebazzano_twitter_19b02179.jpg,danielebazzano,twitter,400,400,1.0,27.57,788.81,False,dbc0f4f0b0a19e8b,450,False,1,0.94,0.369,-1,,0,{},False,False,there is a man with a beard and sunglasses standing on a train,done,2026-01-12T01:16:40.637949
danieledler_twitter_41d3d564,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danieledler_twitter_41d3d564.jpg,danieledler,twitter,400,400,1.0,42.19,8035.27,False,c2ebe7d2654a860b,451,False,1,0.0,0.995,-1,,0,{},False,False,there is a man wearing a black shirt with a skeleton on it,done,2026-01-12T01:16:40.671487
danielemoggia_twitter_87fe0fcc,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielemoggia_twitter_87fe0fcc.jpg,danielemoggia,twitter,225,225,1.0,13.36,770.5,False,b9a80eb733463cb1,452,False,1,0.0,0.991,-1,,0,{},False,False,man in red jacket and hat standing in front of snow covered mountains,done,2026-01-12T01:16:40.685444
daniellekogan_twitter_3137e165,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daniellekogan_twitter_3137e165.jpg,daniellekogan,twitter,400,400,1.0,17.21,209.73,False,cb3c666630669e65,453,False,1,1.0,0.375,-1,,0,{},False,False,blonde woman with long hair smiling at the camera in a white dress,done,2026-01-12T01:16:40.720817
danielmoreno_twitter_0eb29f76,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielmoreno_twitter_0eb29f76.jpg,danielmoreno,twitter,400,400,1.0,26.87,625.37,False,f0a643f203db86cd,454,False,1,0.93,0.26,-1,,0,{},False,False,there is a man wearing sunglasses and a black jacket and tie,done,2026-01-12T01:16:40.757491
danielrdossantos_twitter_1e6d964f,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielrdossantos_twitter_1e6d964f.jpg,danielrdossantos,twitter,400,400,1.0,19.33,237.29,False,b8a3dbc10e2c763a,455,False,1,0.96,0.24,-1,,0,{},False,False,there is a man that is smiling at the camera by the water,done,2026-01-12T01:16:40.791152
danielscott_twitter_7b207443,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danielscott_twitter_7b207443.jpg,danielscott,twitter,400,400,1.0,22.24,410.52,False,99adb2636466269d,456,False,1,0.92,0.122,-1,,0,{},False,False,this is a black and white photo of a man in a leather jacket,done,2026-01-12T01:16:40.831115
danieltaylor_twitter_a7eb9594,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danieltaylor_twitter_a7eb9594.jpg,danieltaylor,twitter,400,400,1.0,32.57,682.09,False,b88f61e2069bdd68,457,False,1,0.0,0.995,-1,,0,{},False,False,there is a man that is standing by the water looking at the water,done,2026-01-12T01:16:40.863217
daniiloros_twitter_1b7fc941,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daniiloros_twitter_1b7fc941.jpg,daniiloros,twitter,400,400,1.0,26.32,247.04,False,e7f061e49ce79482,458,False,1,0.91,0.286,-1,,0,{},False,False,this is a picture of a man with a very angry look on his face,done,2026-01-12T01:16:40.910423
danilojrr_twitter_3393482a,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danilojrr_twitter_3393482a.jpg,danilojrr,twitter,400,400,1.0,21.04,166.21,False,8e0cf33033675ea9,459,False,1,0.93,0.073,-1,,0,{},False,False,there is a man that is playing a guitar in a room,done,2026-01-12T01:16:40.941438
dannybooty_twitter_7807c270,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dannybooty_twitter_7807c270.jpg,dannybooty,twitter,400,400,1.0,25.58,491.44,False,c39b3ec83066e51d,460,False,2,0.885,0.116,-1,,0,{},False,False,there is a man and a woman that are posing for a picture,done,2026-01-12T01:16:40.982321
dannyj_twitter_fa0ffae7,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dannyj_twitter_fa0ffae7.jpg,dannyj,twitter,240,240,1.0,11.45,122.97,False,c96e33bd393284c3,461,False,1,0.93,0.417,-1,,0,{},False,False,blond woman with sunglasses taking a selfie in front of a bar,done,2026-01-12T01:16:41.005674
dannyngan_twitter_47a10694,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\dannyngan_twitter_47a10694.jpg,dannyngan,twitter,400,400,1.0,26.97,710.49,False,cd1a2ba5a2f7580d,462,False,1,0.97,0.061,-1,,0,{},False,False,there is a black and white photo of a man holding a rainbow kite,done,2026-01-12T01:16:41.052160
danpancamo_twitter_33361335,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danpancamo_twitter_33361335.jpg,danpancamo,twitter,400,400,1.0,19.88,122.96,False,c4e36e683b3379c0,463,False,1,0.94,0.459,-1,,0,{},False,False,there is a man with a mustache and a black shirt,done,2026-01-12T01:16:41.094883
danweese_twitter_b5c73ac6,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danweese_twitter_b5c73ac6.jpg,danweese,twitter,400,400,1.0,35.57,785.73,False,dc78a37e83ce0c86,464,False,1,0.91,0.116,-1,,0,{},False,False,there is a man leaning against a brick wall with his hand on his hip,done,2026-01-12T01:16:41.137589
danzenbinos_twitter_b356a406,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\danzenbinos_twitter_b356a406.jpg,danzenbinos,twitter,400,400,1.0,25.78,2064.48,False,c0677f981cd6a8c9,465,False,1,0.0,0.995,-1,,0,{},False,False,cartoon image of a boy holding a medal in front of his face,done,2026-01-12T01:16:41.169395
daphnecheung_twitter_066f0253,d:\66070260-Year3_Term2\Project1\Code\Project-for-Work\data\images\daphnecheung_twitter_066f0253.jpg,daphnecheung,twitter,400,400,1.0,11.46,558.33,False,af1ad0e12f1e9169,466,False,1,0.0,0.995,-1,,0,{},False,False,the word soao is written in black on a blue background,done,2026-01-12T01:16:41.196408
