Original_location,Location_raw,Location_clean,Location_type,Location_valid,Latitude,Longitude
,,,unknown,0,,
,,,unknown,0,,
"Concord, NC","concord, nc","concord, nc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Crawley / Gatwick,crawley / gatwick,crawley  gatwick,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Massachusetts, USA","massachusetts, usa","massachusetts, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
United Kingdom,united kingdom,united kingdom,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
北京,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Stgo, Chile","stgo, chile","stgo, chile",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Nomad!,nomad!,nomad,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Texas,texas,texas,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Trelleborg, Sweden","trelleborg, sweden","trelleborg, sweden",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bucharest, Romania","bucharest, romania","bucharest, romania",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: -23.5612988,-46.6595027","üt: -23.5612988,-46.6595027","-23.5612988,-46.6595027",coordinates,1,-23.5612988,-46.6595027
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Tenerife, Islas Canarias","tenerife, islas canarias","tenerife, islas canarias",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"South Orange, NJ","south orange, nj","south orange, nj",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Strategic Planner,strategic planner,strategic planner,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Here,here,here,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
UK,uk,uk,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Los Angeles,los angeles,los angeles,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Stockholm,stockholm,stockholm,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Gothenburg, Sweden.","gothenburg, sweden.","gothenburg, sweden.",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Taipei, Taiwan","taipei, taiwan","taipei, taiwan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Auburn, AL","auburn, al","auburn, al",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Southern California,southern california,southern california,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
South Africa,south africa,south africa,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
United States,united states,united states,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Indianapolis, IN","indianapolis, in","indianapolis, in",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Saint Louis,saint louis,saint louis,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"37.580247,126.891342","37.580247,126.891342","37.580247,126.891342",coordinates,1,37.580247,126.891342
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: -26.058044,28.060740","iphone: -26.058044,28.060740","-26.058044,28.06074",coordinates,1,-26.058044,28.06074
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"The Dalles, Oregon","the dalles, oregon","the dalles, oregon",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
New York,new york,new york,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Brisbane, Australia","brisbane, australia","brisbane, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Calgary, Alberta","calgary, alberta","calgary, alberta",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
❤️Los Angeles ❤️Behind a Camera,los angeles behind a camera,los angeles behind a camera,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Malaga,malaga,malaga,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Redding, CA","redding, ca","redding, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, UK","london, uk","london, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boston, MA","boston, ma","boston, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Silicon Valley,silicon valley,silicon valley,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Ft. Lauderdale,ft. lauderdale,ft. lauderdale,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Norfolk, VA","norfolk, va","norfolk, va",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"경기도 의정부시 | Uijeongbu, Gyeonggi","| uijeongbu, gyeonggi"," uijeongbu, gyeonggi",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, CA","los angeles, ca","los angeles, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Maui, Hawaii","maui, hawaii","maui, hawaii",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Cincinnati, OH","cincinnati, oh","cincinnati, oh",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dallas, TX","dallas, tx","dallas, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Memphis, TN","memphis, tn","memphis, tn",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Stuart, FL","stuart, fl","stuart, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Tel Aviv,tel aviv,tel aviv,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Shenzhen,shenzhen,shenzhen,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
whatfoodimade.wordpress.com,whatfoodimade.wordpress.com,whatfoodimade.wordpress.com,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Portland, ME","portland, me","portland, me",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Tainan, Taiwan","tainan, taiwan","tainan, taiwan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Greater Los Angeles Area,greater los angeles area,greater los angeles area,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
With #PartyStarters:),with #partystarters:),with partystarters,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Omaha, NE USA","omaha, ne usa","omaha, ne usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Yokohama, Japan","yokohama, japan","yokohama, japan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Amsterdam, Nederland","amsterdam, nederland","amsterdam, nederland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Jasper, TN","jasper, tn","jasper, tn",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Brockport, NY","brockport, ny","brockport, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Roskilde,roskilde,roskilde,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Toulouse,toulouse,toulouse,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Val de Loire, France","val de loire, france","val de loire, france",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Ennetbaden,ennetbaden,ennetbaden,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Berlin,berlin,berlin,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Shanghai, China","shanghai, china","shanghai, china",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Barcelona,barcelona,barcelona,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Portland, OR","portland, or","portland, or",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"iPhone: 50.858639,0.593849","iphone: 50.858639,0.593849","50.858639,0.593849",coordinates,1,50.858639,0.593849
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Somewhere in Italy,somewhere in italy,somewhere in italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boulder, Colorado","boulder, colorado","boulder, colorado",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Tampa, FL","tampa, fl","tampa, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Milan, Italy","milan, italy","milan, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Merritt Island, FL","merritt island, fl","merritt island, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Poppi,poppi,poppi,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Singapore,singapore,singapore,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Los Angeles,los angeles,los angeles,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Austin, TX","austin, tx","austin, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Washington, DC","washington, dc","washington, dc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Highland Square Akron Ohio,highland square akron ohio,highland square akron ohio,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Australia,australia,australia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
01877 Naundorf Hauptstraße 71b,01877 naundorf hauptstraße 71b,01877 naundorf hauptstraße 71b,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
ATX,atx,atx,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Nashville, TN","nashville, tn","nashville, tn",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Boston, MA via Waltham","boston, ma via waltham","boston, ma via waltham",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Worlwide,worlwide,worlwide,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
NYC,nyc,nyc,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Trapped on Earth,trapped on earth,trapped on earth,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Deltona, Fl","deltona, fl","deltona, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Santiago, Chile","santiago, chile","santiago, chile",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Goldcoast, Australia","goldcoast, australia","goldcoast, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
pagadian city,pagadian city,pagadian city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New Grove, Mauritius","new grove, mauritius","new grove, mauritius",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Goiânia, Brazil","goiânia, brazil","goiânia, brazil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Valladolid, Munich, Anywhere.","valladolid, munich, anywhere.","valladolid, munich, anywhere.",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Gilbert, AZ","gilbert, az","gilbert, az",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Brasil,brasil,brasil,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Boscombe,boscombe,boscombe,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"The Hague, The Netherlands","the hague, the netherlands","the hague, the netherlands",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Joao Pessoa - PB,joao pessoa - pb,joao pessoa - pb,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Mars,mars,mars,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"São Paulo, Brazil","são paulo, brazil","são paulo, brazil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
✉️ للإعلان دايركت | 📸 انستقرام,للإعلان دايركت | انستقرام,للإعلان دايركت  انستقرام,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
probabilmente al lavoro,probabilmente al lavoro,probabilmente al lavoro,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Firenze / Toscana / Internet,firenze / toscana / internet,firenze  toscana  internet,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Reggio Emilia,reggio emilia,reggio emilia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Etna - Il vulcano,etna - il vulcano,etna - il vulcano,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Orvieto, Umbria","orvieto, umbria","orvieto, umbria",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Firenze,firenze,firenze,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Vienna, Austria","vienna, austria","vienna, austria",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Zurich,zurich,zurich,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Belo Horizonte, Brazil","belo horizonte, brazil","belo horizonte, brazil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Miami,miami,miami,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lucca,lucca,lucca,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Belo Horizonte,belo horizonte,belo horizonte,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Córdoba / Argentina,córdoba / argentina,córdoba  argentina,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sardigna,sardigna,sardigna,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
América Latina (ARG),américa latina (arg),américa latina arg,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Houston,Texas","houston,texas","houston,texas",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Araraquara, São Paulo BR","araraquara, são paulo br","araraquara, são paulo br",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Collado Villalba, Madrid","collado villalba, madrid","collado villalba, madrid",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Venezia, Italy","venezia, italy","venezia, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Kanagawa, Japan","kanagawa, japan","kanagawa, japan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Paris, France","paris, france","paris, france",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lincolnshire,lincolnshire,lincolnshire,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Melbourne,melbourne,melbourne,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Lecce, Italy","lecce, italy","lecce, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Turin, Italy","turin, italy","turin, italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Guadalajara, Jalisco,México","guadalajara, jalisco,méxico","guadalajara, jalisco,méxico",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Málaga / London / París / N.Y.,málaga / london / parís / n.y.,málaga  london  parís  n.y.,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Los Angeles, California","los angeles, california","los angeles, california",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Estado De México,estado de méxico,estado de méxico,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Buenos Aires, Argentina","buenos aires, argentina","buenos aires, argentina",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Resistencia Chaco Argentina,resistencia chaco argentina,resistencia chaco argentina,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Guadalajara, Jalisco","guadalajara, jalisco","guadalajara, jalisco",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, England","london, england","london, england",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Esplugues de Llobregat (BCN),esplugues de llobregat (bcn),esplugues de llobregat bcn,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lisbon - PORTUGAL,lisbon - portugal,lisbon - portugal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Caracas - Venezuela,caracas - venezuela,caracas - venezuela,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Mexico City,mexico city,mexico city,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Algún lugar de Jalisco,algún lugar de jalisco,algún lugar de jalisco,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Culiacán,culiacán,culiacán,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Rio de Janeiro, Brasil","rio de janeiro, brasil","rio de janeiro, brasil",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Orlando,orlando,orlando,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dublin, Ireland","dublin, ireland","dublin, ireland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Sydney, Australia","sydney, australia","sydney, australia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Worcester, MA","worcester, ma","worcester, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Michigan,michigan,michigan,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Somerville, MA","somerville, ma","somerville, ma",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
RVA,rva,rva,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Jakarta, Indonesia","jakarta, indonesia","jakarta, indonesia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, USA","new york, usa","new york, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bucharest, Romania","bucharest, romania","bucharest, romania",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Republic of Serbia,republic of serbia,republic of serbia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Sardegna, Cagliari","sardegna, cagliari","sardegna, cagliari",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
NY NJ MD DC VA,ny nj md dc va,ny nj md dc va,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Texas. Tennessee. Oklahoma.,texas. tennessee. oklahoma.,texas. tennessee. oklahoma.,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Seattle, WA","seattle, wa","seattle, wa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"San Antonio, TX","san antonio, tx","san antonio, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Central Coast, CA","central coast, ca","central coast, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
DC & NYC,dc & nyc,dc  nyc,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Chicagoland,chicagoland,chicagoland,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Las Vegas, NV","las vegas, nv","las vegas, nv",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Barcelona, España","barcelona, españa","barcelona, españa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"London, UK","london, uk","london, uk",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Away,away,away,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Colombia,colombia,colombia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Al Minufiyah, Egypt","al minufiyah, egypt","al minufiyah, egypt",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Silicon Valley,silicon valley,silicon valley,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Distrito Federal, México","distrito federal, méxico","distrito federal, méxico",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Italy,italy,italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
vienna,vienna,vienna,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Amsterdam, Nederland","amsterdam, nederland","amsterdam, nederland",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
World Wide Web,world wide web,world wide web,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sri Lanka,sri lanka,sri lanka,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Madrid, Spain","madrid, spain","madrid, spain",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Gallifrey,gallifrey,gallifrey,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Ştei, România","ştei, românia","ştei, românia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Madrid, Spain","madrid, spain","madrid, spain",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Verona (Italy),verona (italy),verona italy,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Roma, Italia","roma, italia","roma, italia",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Saint-Petersburg, Japan","saint-petersburg, japan","saint-petersburg, japan",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"New York, NY","new york, ny","new york, ny",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
* Montreal  ✈️ San Francisco *,* montreal san francisco *, montreal san francisco ,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
♥kenya♫;-),kenya;-),kenya-,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"41.404238, 2.161658","41.404238, 2.161658","41.404238,2.161658",coordinates,1,41.404238,2.161658
,,,unknown,0,,
,,,unknown,0,,
"Cancún, Quintana Roo, México","cancún, quintana roo, méxico","cancún, quintana roo, méxico",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Macedonia,macedonia,macedonia,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Magee, MS","magee, ms","magee, ms",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Jacksonville, FL","jacksonville, fl","jacksonville, fl",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Germany,germany,germany,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Järfälla,järfälla,järfälla,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"US: -12.904200,-38.425863","us: -12.904200,-38.425863","us -12.904200,-38.425863",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
Baltim,baltim,baltim,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Argentina,argentina,argentina,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Uppsala,uppsala,uppsala,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Almagro - BsAs,almagro - bsas,almagro - bsas,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Grand Canyon, AZ","grand canyon, az","grand canyon, az",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Tokyo of Japan,tokyo of japan,tokyo of japan,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Vancouver, BC","vancouver, bc","vancouver, bc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Sapporo,sapporo,sapporo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Cramerton, NC","cramerton, nc","cramerton, nc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Wuppertal,wuppertal,wuppertal,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Athens - Greece,athens - greece,athens - greece,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Malibu, CA","malibu, ca","malibu, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
São Paulo,são paulo,são paulo,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Rio de Janeiro,rio de janeiro,rio de janeiro,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"West Virginia, USA","west virginia, usa","west virginia, usa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Northern California,northern california,northern california,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Durham, NC","durham, nc","durham, nc",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
大阪市西区,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"San Francisco, CA","san francisco, ca","san francisco, ca",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Dhaka, Bangladesh","dhaka, bangladesh","dhaka, bangladesh",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: 40.659969,-74.000665","üt: 40.659969,-74.000665","40.659969,-74.000665",coordinates,1,40.659969,-74.000665
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
,,,unknown,0,,
"Recanati (MC), Marche ITALY","recanati (mc), marche italy","recanati mc, marche italy",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Bandung,bandung,bandung,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Redmond, WA","redmond, wa","redmond, wa",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Delhi, India","delhi, india","delhi, india",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Bengaluru, Karnataka","bengaluru, karnataka","bengaluru, karnataka",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Chisinau MD,chisinau md,chisinau md,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
London,london,london,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Teh internets,teh internets,teh internets,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"ÜT: 40.4298269,-3.6484632","üt: 40.4298269,-3.6484632","40.4298269,-3.6484632",coordinates,1,40.4298269,-3.6484632
,,,unknown,0,,
,,,unknown,0,,
Elche,elche,elche,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Entre Cádiz y Málaga,entre cádiz y málaga,entre cádiz y málaga,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Lima,lima,lima,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Cafarnaúm, Israel","cafarnaúm, israel","cafarnaúm, israel",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
España. Cádiz,españa. cádiz,españa. cádiz,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
Madrid,madrid,madrid,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Houston, TX","houston, tx","houston, tx",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
California,california,california,text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Villahermosa, Tabasco.","villahermosa, tabasco.","villahermosa, tabasco.",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Asteroide K-22, Sobre Tempe, AZ","asteroide k-22, sobre tempe, az","asteroide k-22, sobre tempe, az",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
"Oakville, Ontario","oakville, ontario","oakville, ontario",text_location,1,,
,,,unknown,0,,
,,,unknown,0,,
